ID 	 X 	 Y 	 Z 	 Speed 	 LoiterTime 
0	-5.13718	-4.19387	13.2725	1.5	1.6582
1	-4.82339	0.994558	12.0306	1.5	2.14017
2	-3.17764	7.01479	10.1014	1.5	1.05127
3	0.0772394	-5.00795	12.1318	1.5	1.97546
4	5.46182	-4.56923	10.4325	1.5	0.975279
5	1.30937	1.1098	8.91782	1.5	1.91156
6	-2.48183	13.7827	7.78128	1.5	0.42297
7	1.70736	7.29726	8.89847	1.5	7.94729e-08
8	7.33158	0.710865	5.80833	1.5	1.8392
9	12.4457	-6.10749	7.62673	1.5	0.727544
