ID 	 X 	 Y 	 Z 	 Speed 	 LoiterTime 
0	-4.66326	-2.76219	13.2725	0	23.8577
1	-5.54493	1.28329	12.0306	0	24.345
2	-4.95006	5.14734	10.1014	0	23.1467
3	-0.837489	-4.87666	12.1318	0	24.247
4	3.37272	-6.4161	10.4325	0	23.0042
5	1.84168	-0.830598	8.91782	0	23.5217
6	-2.18236	6.97484	7.78128	0	20.3201
7	-0.562292	2.30056	8.89847	0	21.2044
8	3.85489	3.65302	5.80833	0	21.8268
9	5.86796	-2.9538	7.62673	0	20
